id_client;age;sexe;formule;date_demande;usage_vehicule;age_vehicule;type_vehicule;points_perdus;type_conduite;présence d'enfants;intrevalles _revenus;intevalles_devis;conduite _accompagne
127730172;89;M;dev_premium;26/04/2022;Commercial;9;Pickup;6;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730179;54;F;dev_integral;02/01/2022;Private;7;Minivan;1;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730186;60;M;dev_integral;26/03/2022;Private;22;Minivan;7;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730193;54;M;dev_integral;16/01/2022;Private;1;Van;3;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730200;82;F;dev_integral;26/05/2022;Private;1;Sports Car;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730207;88;M;dev_express;24/03/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730214;54;M;dev_express;20/04/2022;Private;1;Sports Car;2;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Oui
127730221;48;M;dev_integral;11/05/2022;Private;9;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730228;55;M;dev_express;13/01/2022;Commercial;10;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730235;53;F;dev_express;21/03/2022;Private;9;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730242;42;F;dev_express;18/01/2022;Private;11;Minivan;0;z_Highly Rural/ Rural;Non;100k-150k;0€-300€;Non
127730249;67;F;dev_express;13/04/2022;Commercial;1;z_SUV;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730256;77;F;dev_express;24/04/2022;Commercial;15;Pickup;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730263;63;M;dev_premium;10/02/2022;Commercial;7;Pickup;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730270;74;F;dev_integral;28/02/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127730277;66;M;dev_express;05/02/2022;Private;8;Pickup;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Non
127730284;79;M;dev_express;27/03/2022;Private;9;Pickup;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730291;37;F;dev_express;05/01/2022;Private;7;z_SUV;2;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127730298;56;M;dev_express;03/05/2022;Private;14;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730305;26;M;dev_express;26/03/2022;Commercial;1;z_SUV;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730312;81;F;dev_express;31/01/2022;Commercial;15;Panel Truck;1;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730319;63;F;dev_express;30/04/2022;Private;20;Minivan;1;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127730326;2;F;dev_premium;04/02/2022;Commercial;13;Panel Truck;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730333;81;M;dev_integral;20/01/2022;Private;9;Sports Car;4;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127730340;60;F;dev_integral;22/03/2022;Private;19;Minivan;0;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730347;73;M;dev_premium;31/05/2022;Private;13;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127730354;41;M;dev_integral;05/01/2022;Commercial;1;Sports Car;4;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730361;51;F;dev_express;23/04/2022;Private;0;Sports Car;10;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730368;32;F;dev_express;02/05/2022;Private;1;z_SUV;0;z_Highly Rural/ Rural;Non;50k-100k;0€-300€;Non
127730375;12;F;dev_integral;11/04/2022;Commercial;10;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127730382;34;M;dev_express;04/02/2022;Private;1;z_SUV;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730389;52;F;dev_vip;22/01/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;600€-900€;Non
127730396;41;M;dev_express;18/03/2022;Private;11;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730403;54;F;dev_integral;08/02/2022;Private;6;Pickup;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127730410;25;M;dev_express;21/02/2022;Commercial;8;z_SUV;0;z_Highly Rural/ Rural;Oui;0-50k;0€-300€;Oui
127730417;30;F;dev_express;20/05/2022;Private;11;Pickup;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127730424;73;M;dev_express;19/02/2022;Commercial;1;Pickup;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730431;15;F;dev_premium;13/04/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730438;53;F;dev_integral;25/03/2022;Commercial;8;z_SUV;0;z_Highly Rural/ Rural;Non;50k-100k;300€-600€;Non
127730445;25;F;dev_express;08/05/2022;Private;17;Sports Car;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730452;69;M;dev_express;08/01/2022;Commercial;8;z_SUV;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730459;82;F;dev_integral;20/02/2022;Commercial;1;Pickup;2;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127730466;44;F;dev_integral;17/02/2022;Commercial;6;Sports Car;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730473;53;M;dev_integral;24/01/2022;Private;9;Minivan;0;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730480;77;F;dev_integral;23/05/2022;Private;14;Sports Car;4;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Oui
127730487;69;M;dev_express;12/05/2022;Commercial;11;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730494;83;M;dev_integral;25/02/2022;Private;6;z_SUV;0;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127730501;61;F;dev_express;20/05/2022;Private;6;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127730508;73;F;dev_premium;22/02/2022;Commercial;7;Panel Truck;0;Highly Urban/ Urban;Oui;150k-200k;300€-600€;Non
127730515;23;F;dev_express;23/02/2022;Private;6;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127730522;52;F;dev_express;02/05/2022;Commercial;7;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127730529;55;F;dev_integral;20/03/2022;Private;4;Sports Car;6;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127730536;13;M;dev_integral;23/04/2022;Commercial;10;z_SUV;4;Highly Urban/ Urban;Oui;0-50k;300€-600€;Non
127730543;47;M;dev_premium;23/04/2022;Commercial;12;Van;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730550;51;M;dev_express;13/04/2022;Commercial;1;Panel Truck;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127730557;9;M;dev_integral;26/03/2022;Commercial;10;Pickup;2;z_Highly Rural/ Rural;Non;50k-100k;0€-300€;Non
127730564;49;F;dev_integral;28/02/2022;Commercial;6;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730571;73;F;dev_integral;18/03/2022;Private;6;Minivan;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127730578;56;M;dev_express;17/02/2022;Commercial;1;Minivan;4;Highly Urban/ Urban;Oui;50k-100k;0€-300€;Oui
127730585;79;M;dev_premium;23/02/2022;Commercial;10;Minivan;4;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730592;26;M;dev_integral;03/05/2022;Private;10;Minivan;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730599;66;M;dev_premium;17/01/2022;Private;12;Van;1;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730606;46;M;dev_integral;17/05/2022;Commercial;1;z_SUV;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730613;15;F;dev_premium;08/02/2022;Commercial;1;Panel Truck;3;Highly Urban/ Urban;Oui;100k-150k;300€-600€;Oui
127730620;55;M;dev_express;06/01/2022;Private;8;z_SUV;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730627;64;F;dev_express;18/03/2022;Commercial;8;Pickup;0;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127730634;89;F;dev_express;20/04/2022;Private;8;Sports Car;4;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730641;5;F;dev_integral;05/01/2022;Private;16;z_SUV;6;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730648;16;F;dev_express;07/03/2022;Private;8;Minivan;1;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730655;33;M;dev_premium;08/04/2022;Private;10;Minivan;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730662;67;F;dev_integral;13/01/2022;Commercial;13;Panel Truck;3;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730669;51;M;dev_integral;22/01/2022;Private;19;Minivan;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127730676;84;F;dev_express;01/03/2022;Private;19;z_SUV;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Oui
127730683;35;M;dev_integral;17/05/2022;Private;5;Sports Car;2;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127730690;77;M;dev_integral;27/02/2022;Private;19;Minivan;2;Highly Urban/ Urban;Non;200k+;300€-600€;Non
127730697;3;M;dev_express;14/01/2022;Private;8;z_SUV;2;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730704;39;M;dev_vip;12/04/2022;Private;11;z_SUV;4;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Oui
127730711;60;F;dev_integral;03/04/2022;Private;12;z_SUV;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730718;69;M;dev_premium;15/02/2022;Commercial;7;Pickup;0;Highly Urban/ Urban;Oui;0-50k;300€-600€;Oui
127730725;52;F;dev_express;21/04/2022;Commercial;15;Panel Truck;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730732;17;M;dev_premium;13/04/2022;Private;1;Sports Car;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127730739;62;M;dev_premium;11/02/2022;Commercial;8;Minivan;2;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730746;65;F;dev_premium;13/02/2022;Commercial;1;Pickup;6;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730753;71;M;dev_premium;16/05/2022;Private;15;z_SUV;1;Highly Urban/ Urban;Non;100k-150k;300€-600€;Non
127730760;56;F;dev_integral;18/03/2022;Private;20;Minivan;0;Highly Urban/ Urban;Oui;150k-200k;300€-600€;Oui
127730767;68;F;dev_express;18/01/2022;Private;20;Minivan;5;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730774;15;F;dev_express;23/05/2022;Commercial;12;Panel Truck;1;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127730781;71;M;dev_express;16/03/2022;Private;16;z_SUV;0;Highly Urban/ Urban;Non;150k-200k;0€-300€;Non
127730788;17;M;dev_integral;04/04/2022;Private;16;Sports Car;0;Highly Urban/ Urban;Non;150k-200k;300€-600€;Non
127730795;47;M;dev_integral;31/03/2022;Private;1;Sports Car;0;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730802;49;F;dev_express;28/02/2022;Private;22;Minivan;1;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730809;59;M;dev_premium;16/04/2022;Private;1;Minivan;0;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127730816;46;F;dev_premium;12/02/2022;Private;15;z_SUV;4;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730823;50;M;dev_express;29/01/2022;Private;13;z_SUV;0;z_Highly Rural/ Rural;Non;0-50k;0€-300€;Non
127730830;52;F;dev_express;30/04/2022;Private;1;z_SUV;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730837;74;F;dev_integral;25/02/2022;Commercial;18;Van;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730844;15;M;dev_express;30/04/2022;Private;1;Pickup;3;Highly Urban/ Urban;Oui;0-50k;0€-300€;Non
127730851;80;F;dev_express;25/02/2022;Private;17;Minivan;2;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730858;54;F;dev_integral;06/05/2022;Private;1;Minivan;1;z_Highly Rural/ Rural;Non;0-50k;300€-600€;Non
127730865;38;F;dev_integral;06/04/2022;Private;7;Minivan;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730872;66;F;dev_integral;06/03/2022;Private;13;Minivan;5;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730879;91;M;dev_express;04/03/2022;Private;16;Minivan;0;Highly Urban/ Urban;Non;200k+;0€-300€;Non
127730886;70;F;dev_express;06/05/2022;Private;10;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730893;14;F;dev_integral;01/02/2022;Private;21;Pickup;3;Highly Urban/ Urban;Oui;50k-100k;300€-600€;Non
127730900;62;M;dev_express;16/03/2022;Commercial;23;Panel Truck;1;Highly Urban/ Urban;Oui;100k-150k;0€-300€;Non
127730907;57;F;dev_premium;13/03/2022;Commercial;8;Panel Truck;2;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730914;3;M;dev_integral;16/04/2022;Commercial;1;Pickup;0;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730921;40;M;dev_express;05/03/2022;Commercial;1;Panel Truck;3;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730928;39;F;dev_premium;01/05/2022;Commercial;1;Pickup;0;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127730935;14;M;dev_integral;19/01/2022;Commercial;9;Sports Car;5;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730942;9;F;dev_integral;23/01/2022;Private;11;Pickup;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730949;58;F;dev_integral;15/03/2022;Private;1;Minivan;0;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730956;11;F;dev_integral;14/01/2022;Commercial;1;Sports Car;0;Highly Urban/ Urban;Non;0-50k;300€-600€;Non
127730963;80;M;dev_express;22/01/2022;Private;1;Sports Car;3;Highly Urban/ Urban;Non;0-50k;0€-300€;Non
127730970;62;F;dev_integral;03/03/2022;Private;15;Sports Car;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
127730977;28;M;dev_integral;01/04/2022;Private;8;z_SUV;1;z_Highly Rural/ Rural;Oui;0-50k;300€-600€;Non
127730984;68;M;dev_integral;06/04/2022;Commercial;1;Van;2;Highly Urban/ Urban;Non;50k-100k;300€-600€;Non
127730991;68;M;dev_express;16/05/2022;Commercial;16;Pickup;0;Highly Urban/ Urban;Non;100k-150k;0€-300€;Non
127730998;16;M;dev_express;15/02/2022;Private;11;z_SUV;0;Highly Urban/ Urban;Non;50k-100k;0€-300€;Non
